Item Name,Item Category/Brand,Regular Price,Sale Price,Total Sale Discount,Discount Ratio
Cashew Cinnamon Cookie Dough Frozen Dessert,So Delicious,$7.29,$5.49,$1.80,0.2469
Cashew Creamy Chocolate Frozen Dessert,So Delicious,$7.29,$5.49,$1.80,0.2469
Cashew Dark Chocolate Truffle Gluten Free Frozen D...,So Delicious,$7.29,$5.49,$1.80,0.2469
Cashew Peach Maple Frozen Dessert,So Delicious,$7.29,$5.49,$1.80,0.2469
Cashew Salted Caramel Cluster Gluten Free Frozen D...,So Delicious,$7.29,$5.49,$1.80,0.2469
Cashew Simply Vanilla Frozen Dessert,So Delicious,$7.29,$5.49,$1.80,0.2469
Coco Vanilla Bean Ice Cream,So Delicious,$7.29,$5.49,$1.80,0.2469
Coconut Cold Brew Frozen Dessert,So Delicious,$7.29,$5.49,$1.80,0.2469
Diced Mild Tomatoes,Rotel,$1.99,$1.50,$0.49,0.2462
Diced Original Tomatoes,Rotel,$1.99,$1.50,$0.49,0.2462
Mini Peeled Carrots,Compliments,$1.99,$1.50,$0.49,0.2462
Pitted Ripe Medium Olives,Unico,$1.99,$1.50,$0.49,0.2462
Sliced Ripe Medium Olives,Unico,$1.99,$1.50,$0.49,0.2462
2x 38 Use Liquid Laundry Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
2x 38 Use Liquid Laundry Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Absolute Clean Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Baby Dill Garlic 50% Less Salt Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
Baby Dill Ultimate Garlic Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
Black Bean Hummus,Lantana,$5.29,$3.99,$1.30,0.2457
Cauliflower Hummus,Lantana,$5.29,$3.99,$1.30,0.2457
Cold Water 38 loads Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Dark Fabrics Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Extra Light Olive Oil,Sensations,$5.29,$3.99,$1.30,0.2457
Garlic Baby Dill Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
HE Laundry detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Laundry Delicate Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Liquid Hypoallergenic 2x Utra Unscented Laundry de...,La Parisienne,$5.29,$3.99,$1.30,0.2457
Odor Eliminator Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Pure Olive Oil,Sensations,$5.29,$3.99,$1.30,0.2457
Red Pepper and Edamame Hummus,Lantana,$5.29,$3.99,$1.30,0.2457
Roasted Garlic Hummus,Lantana,$5.29,$3.99,$1.30,0.2457
Sriracha Carrot Hummus,Lantana,$5.29,$3.99,$1.30,0.2457
Sweet Mix Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
Taco Hard Dinner Kit,Old El Paso,$5.29,$3.99,$1.30,0.2457
Tangy Baby Dill Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
Yellow Lentil Hummus,Lantana,$5.29,$3.99,$1.30,0.2457
Yum Yum Sweet Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
Almond Oat Cookies,Leclerc,$3.69,$2.79,$0.90,0.2439
Chocolate Heart Cookies,Leclerc,$3.69,$2.79,$0.90,0.2439
Whole Pickled Red Baby Beets,Kuehne,$3.69,$2.79,$0.90,0.2439
Everyday Gourmet Creamy Thai Chicken & Rice Soup,Campbell's,$3.29,$2.49,$0.80,0.2432
Everyday Gourmet Moroccan Vegetable Soup,Campbell's,$3.29,$2.49,$0.80,0.2432
Everyday Gourmet Tuscan Meatball Soup,Campbell's,$3.29,$2.49,$0.80,0.2432
Low Sodium Skipjack Flaked Tuna,Clover Leaf,$2.19,$1.66,$0.53,0.2420
Skipjack In Water Chunk Light Tuna,Clover Leaf,$2.19,$1.66,$0.53,0.2420
Skipjack in Water Flaked Light Tuna,Clover Leaf,$2.19,$1.66,$0.53,0.2420
Herb & Garlic Vinta Crackers,Dare,$3.29,$2.50,$0.79,0.2401
Jumbo Shells Pasta,Lancia,$3.29,$2.50,$0.79,0.2401
Lasagna Pasta,Lancia,$3.29,$2.50,$0.79,0.2401
Plum Dipping Sauce,VH,$3.29,$2.50,$0.79,0.2401
Vinta Crackers,Dare,$3.29,$2.50,$0.79,0.2401
Vinta Roasted Red Pepper Crackers,Dare,$3.29,$2.50,$0.79,0.2401
Vinta Squares Crackers,Dare,$3.29,$2.50,$0.79,0.2401
Aero Bubbles Milk Pouch Chocolate,Nestle,$4.59,$3.49,$1.10,0.2397
Pad Thai Noodles,A Taste Of Thai,$4.59,$3.49,$1.10,0.2397
Rice Noodles,A Taste Of Thai,$4.59,$3.49,$1.10,0.2397
Switzerland Emmental Cheese,Le Superbe,$7.54,$5.74,$1.80,0.2387
Accents Petite Cut Garlic Olive Oil Tomatoes,Aylmer,$2.19,$1.67,$0.52,0.2374
Bear Paws Mini Molasses Cookies,Dare,$3.59,$2.75,$0.84,0.2340
Bear Paws Minis Oatmeal Chocolate Chip Cookies,Dare,$3.59,$2.75,$0.84,0.2340
Beef Bouillon Concentrate,Knorr,$4.29,$3.29,$1.00,0.2331
Beef Homestyle Stock,Knorr,$4.29,$3.29,$1.00,0.2331
Chicken Concentrate Bouillon,Bovril,$4.29,$3.29,$1.00,0.2331
Chicken Homestyle Stock,Knorr,$4.29,$3.29,$1.00,0.2331
Homestyle Chicken Reduced Sodium Stock,Knorr,$4.29,$3.29,$1.00,0.2331
Potato Gnocchi Pasta,O'Sole Mio,$4.29,$3.29,$1.00,0.2331
Sans Gluten Panko,Haiku,$4.29,$3.29,$1.00,0.2331
Vegetable Homestyle Stock,Knorr,$4.29,$3.29,$1.00,0.2331
vegetables Concentrated bouillon,Bovril,$4.29,$3.29,$1.00,0.2331
Caramel Single Chocolate Bar,Twix,$1.29,$0.99,$0.30,0.2326
Carbonated Orange Spring Water,Eska,$1.29,$0.99,$0.30,0.2326
Chocolate Bar,Snickers,$1.29,$0.99,$0.30,0.2326
Hot House Vine Red Tomatoes,Savoura,$2.15,$1.65,$0.50,0.2326
Maple Syrup Beans,Compliments,$1.29,$0.99,$0.30,0.2326
Minis Tube M&M's,Mars,$1.29,$0.99,$0.30,0.2326
Natural Spring Water,Eska,$1.29,$0.99,$0.30,0.2326
Pork & Molasses Beans,Compliments,$1.29,$0.99,$0.30,0.2326
Pork In Tomato Sauce Beans,Compliments,$1.29,$0.99,$0.30,0.2326
Regular Chocolate Bar,Mars,$1.29,$0.99,$0.30,0.2326
Tomato Sauce Beans,Compliments,$1.29,$0.99,$0.30,0.2326
Black Pepper Green Pea Crisps,Snapea Crisps,$2.59,$1.99,$0.60,0.2317
Original Green Pea Crisps,Snapea Crisps,$2.59,$1.99,$0.60,0.2317
Sweet Green Relish,Compliments,$2.59,$1.99,$0.60,0.2317
Tomato Juice,Heinz,$2.59,$1.99,$0.60,0.2317
Bean & Rice Cheddar Cheese Burrito,Amy's Kitchen,$3.89,$2.99,$0.90,0.2314
Herbs & Spices Feta Cheese in Oil,Apetina,$3.89,$2.99,$0.90,0.2314
Swiss Gruyere Switzerland Cheese,Le Superbe,$9.34,$7.18,$2.16,0.2313
Healthy Pastry Shells,Dumas,$5.19,$3.99,$1.20,0.2312
Mini Cooked Pastry Shells,Dumas,$5.19,$3.99,$1.20,0.2312
Nesquik Chocolate 1/3 Less Sugar Powder,Nestle,$5.19,$3.99,$1.20,0.2312
Nesquik Chocolate 1/3 Less Sugar Syrup,Nestle,$5.19,$3.99,$1.20,0.2312
Nesquik Chocolate Bunny Syrup,Nestle,$5.19,$3.99,$1.20,0.2312
Nesquik Strawberry 1/3 Less Sugar Syrup,Nestle,$5.19,$3.99,$1.20,0.2312
Pastry Shells,Dumas,$5.19,$3.99,$1.20,0.2312
Vegetable Cookware Coating,Pam,$5.19,$3.99,$1.20,0.2312
5 Flavours Ice Pops,Life Savers,$6.49,$4.99,$1.50,0.2311
Caramilk Frozen Dessert,Cadbury,$6.49,$4.99,$1.50,0.2311
Caramilk Frozen Dessert Bars,Cadbury,$6.49,$4.99,$1.50,0.2311
Chips Ahoy! Frozen Dessert Bar,Christie,$6.49,$4.99,$1.50,0.2311
Chips Ahoy! Ice Cream,Christie,$6.49,$4.99,$1.50,0.2311
Chips Ahoy! Ice Cream Sandwiches,Christie,$6.49,$4.99,$1.50,0.2311
Christie Oreo Frozen Dessert Sandwiches,Nestle,$6.49,$4.99,$1.50,0.2311
Coffe Crisp Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Coffee Crisp Frozen Dessert Bar,Nestle,$6.49,$4.99,$1.50,0.2311
Drumstick Minis Simply Dipped Chocolate Frozen Des...,Nestle,$6.49,$4.99,$1.50,0.2311
Drumstick Minis Vanilla Caramel Frozen Dessert,Nestle,$6.49,$4.99,$1.50,0.2311
Drumstick Vanilla Caramel Frozen Dessert Cones,Nestle,$6.49,$4.99,$1.50,0.2311
Drumstick Vanilla Chocolate Swirl Frozen Dessert C...,Nestle,$6.49,$4.99,$1.50,0.2311
Drumstick Vanilla Frozen Dessert Cones,Nestle,$6.49,$4.99,$1.50,0.2311
Fuzzy Peach Ice Pops,Maynards,$6.49,$4.99,$1.50,0.2311
Kit Kat Frozen Dessert Bars,Nestle,$6.49,$4.99,$1.50,0.2311
Kit Kat Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Mini Cone Ice Cream,Smarties,$6.49,$4.99,$1.50,0.2311
Oreo Chocolate Frozen Dessert,Christie,$6.49,$4.99,$1.50,0.2311
Oreo Chocolate Ice Cream Sandwiches,Christie,$6.49,$4.99,$1.50,0.2311
Oreo Frozen Dessert,Christie,$6.49,$4.99,$1.50,0.2311
Real Dairy Cherry Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Real Dairy Chocolate Caramel Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Real Dairy Chocolate Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Real Dairy Creme Brulee Ripple Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Real Dairy French Vanilla Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Real Dairy Maple Walnut Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Real Dairy Natural Vanilla 50% Less Fat Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Real Dairy Natural Vanilla Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Rolo Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Smarties Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Sour Patch Ice Cream,Maynards,$6.49,$4.99,$1.50,0.2311
Swedish Berries Ice Pops,Maynards,$6.49,$4.99,$1.50,0.2311
Sweet Meets Sour Ice Pops,Life Savers,$6.49,$4.99,$1.50,0.2311
Turtle Frozen Dessert Cones,Nestle,$6.49,$4.99,$1.50,0.2311
Turtles Ice Cream,Nestle,$6.49,$4.99,$1.50,0.2311
Breaded Fully Cooked Chicken Breast Burger,Flamingo,$12.99,$9.99,$3.00,0.2309
Breaded Fully Cooked Chicken Breast Nugget,Flamingo,$12.99,$9.99,$3.00,0.2309
Breaded Fully Cooked Chicken Breast Strips,Flamingo,$12.99,$9.99,$3.00,0.2309
Breaded Fully Cooked Gluten Free Chicken Breast Bu...,Flamingo,$12.99,$9.99,$3.00,0.2309
Breaded Fully Cooked Gluten Free Chicken Breast Nu...,Flamingo,$12.99,$9.99,$3.00,0.2309
Breaded Fully Cooked Gluten Free Strip Chicken Bre...,Flamingo,$12.99,$9.99,$3.00,0.2309
Breaded Pepper Chicken Strip,Flamingo,$12.99,$9.99,$3.00,0.2309
Cheese Tortellini,O' Sole Mio,$12.99,$9.99,$3.00,0.2309
Fully Cooked Chicken Fries,Flamingo,$12.99,$9.99,$3.00,0.2309
Gnocchi With Rosee Sauce,O' Sole Mio,$12.99,$9.99,$3.00,0.2309
Mac & Cheese Pasta,O Sole Mio,$12.99,$9.99,$3.00,0.2309
Meat Macaroni Sauce,O' Sole Mio,$12.99,$9.99,$3.00,0.2309
Meat With Creamy Bolognaise Sauce Ravioli,O' Sole Mio,$12.99,$9.99,$3.00,0.2309
Mountain Breeze Freshmatic Kit,Airwick,$12.99,$9.99,$3.00,0.2309
Peas And Chicken Pasta Fettuccine With Alfredo Sau...,O Sole Mio,$12.99,$9.99,$3.00,0.2309
Spinach & Cheese Napoletana Alfredo Manicotti,O'Sole Mio,$12.99,$9.99,$3.00,0.2309
Classic Potato Chips,Lay's,$3.89,$3.00,$0.89,0.2288
Poppables Sea Salt Potato Chips,Lay's,$3.89,$3.00,$0.89,0.2288
Crowns 1lb,Broccoli,$2.59,$2.00,$0.59,0.2278
Alphabets Pasta,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Cheese And Tomato Kraft Dinner,Kraft,$2.29,$1.77,$0.52,0.2271
Extra Creamy Dinner,Kraft,$2.29,$1.77,$0.52,0.2271
Original Macaroni & Cheese,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Original Whole Wheat Macaroni & Cheese Dinner,Kraft,$2.29,$1.77,$0.52,0.2271
Sharp Cheddar Dinner,Kraft,$2.29,$1.77,$0.52,0.2271
Smart Original Macaroni and Cheese,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Spicy Cheddar Noodles,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Spirals Noodles,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Three Cheese Dinner,Kraft,$2.29,$1.77,$0.52,0.2271
Three Cheese Pasta,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Underwater Creatures Noodles,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
White Cheddar Pasta,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Calorie Wise Miracle Whip,Kraft,$5.79,$4.49,$1.30,0.2245
Havarti Creamy Cheese,Anco,$5.79,$4.49,$1.30,0.2245
Havarti Fine Herbs Cheese,AGR Anco,$5.79,$4.49,$1.30,0.2245
Havarti Garden Vegetable Cheese,AGR Anco,$5.79,$4.49,$1.30,0.2245
Jalapeno Havarti Cheese,AGR Anco,$5.79,$4.49,$1.30,0.2245
Luncheon Meat,Kam,$5.79,$4.49,$1.30,0.2245
Made With Olive Oil Miracle Whip,Kraft,$5.79,$4.49,$1.30,0.2245
Regular Miracle Whip,Kraft,$5.79,$4.49,$1.30,0.2245
Whole Pinto Beans,La Costena,$1.79,$1.39,$0.40,0.2235
Boneless Toupie Style Ham Steak,Lafleur,$5.74,$4.46,$1.28,0.2230
Creamy Peanut Butter,Jif,$4.49,$3.49,$1.00,0.2227
Gourmet Original Popcorn,Orville Redenbacher,$4.49,$3.49,$1.00,0.2227
Mint 2 Ways Chocolate Bar,Kit Kat,$4.49,$3.49,$1.00,0.2227
Morning Strawberry Dragon Fruit Smoothie,Oasis,$4.49,$3.49,$1.00,0.2227
Natural Spring Water,Eska,$4.49,$3.49,$1.00,0.2227
Natural Spring Water,Eska,$4.49,$3.49,$1.00,0.2227
Smarties Snax Chocolate,Nestle,$4.49,$3.49,$1.00,0.2227
Carnation Rich Hot Chocolate Pods,Nestle,$8.99,$6.99,$2.00,0.2225
Just Right Jumbo Cereal,Kellogg's,$8.99,$6.99,$2.00,0.2225
Raisin Bran Jumbo Cereal,Kellogg's,$8.99,$6.99,$2.00,0.2225
Special K Red Berries Cereal,Kellogg's,$8.99,$6.99,$2.00,0.2225
Vector Cereal,Kellogg's,$8.99,$6.99,$2.00,0.2225
Chili Peppers Seasoning,Trudeau Farms,$4.49,$3.50,$0.99,0.2205
Cilantro Seasoning,Trudeau Farms,$4.49,$3.50,$0.99,0.2205
Dill Seasoning,Trudeau Farms,$4.49,$3.50,$0.99,0.2205
Ginger Seasonig,Trudeau Farms,$4.49,$3.50,$0.99,0.2205
Organic Apple Juice,Tradition,$4.49,$3.50,$0.99,0.2205
Roasted Garlic Seasoning,Marvini,$4.49,$3.50,$0.99,0.2205
Chicken Noodle Low Sodium 4 Pack Soup Mix,Lipton,$3.19,$2.49,$0.70,0.2194
chocolate Milk,Québon,$3.19,$2.49,$0.70,0.2194
Chocolate Bottle Milkshake,Lactantia,$2.29,$1.79,$0.50,0.2183
Chocolate Milkshake,Hershey's,$2.29,$1.79,$0.50,0.2183
Cookies N Creme Milkshake,Hershey's,$2.29,$1.79,$0.50,0.2183
Double Chocolate Milkshake,Hershey's,$2.29,$1.79,$0.50,0.2183
Goat Milk Soap,Caprina by Canus,$2.29,$1.79,$0.50,0.2183
Milkshakes,Oh Henry!,$2.29,$1.79,$0.50,0.2183
Sport Chocolate Milk,Milk2Go,$2.29,$1.79,$0.50,0.2183
Sport Vanilla Milk,Milk2Go,$2.29,$1.79,$0.50,0.2183
Strawberry Banana Milk Protein Shake,Milk 2 Go,$2.29,$1.79,$0.50,0.2183
Vanilla Bottle Milkshake,Lactantia,$2.29,$1.79,$0.50,0.2183
Mild and Creamy Brie Cheese,Ile de France,$8.29,$6.49,$1.80,0.2171
Minced Garlic,Tosca,$3.19,$2.50,$0.69,0.2163
Quinoa Seeds,Zinda,$2.79,$2.19,$0.60,0.2151
With Vegetables Pilaf,Zinda,$2.79,$2.19,$0.60,0.2151
1% m.f. Country Choice Cottage cheese,Sealtest,$4.19,$3.29,$0.90,0.2148
Loins Pacific Pink Wild Salmon,Compliments,$6.99,$5.49,$1.50,0.2146
Max Garden Disinfectant Spray,Lysol,$6.99,$5.49,$1.50,0.2146
Wild Atlantic Loins Haddock,Compliments,$6.99,$5.49,$1.50,0.2146
Wild Pacific Cod Loins,Compliments,$6.99,$5.49,$1.50,0.2146
Beer,Don De Dieu,$13.99,$10.99,$3.00,0.2144
Maudite Beer,Unibroue,$13.99,$10.99,$3.00,0.2144
Strong Triple Style 9.0% alc/vol Beer,Unibroue Fin Du Monde,$13.99,$10.99,$3.00,0.2144
Sweet & Salty Peanut Granola Bars,Nature Valley,$13.99,$10.99,$3.00,0.2144
Trois Pistoles Beer,Unibroue,$13.99,$10.99,$3.00,0.2144
Kanikama Poke,Yuzu Sushi,$13.95,$10.99,$2.96,0.2122
Poke Crevettes Sushi,Yuzu,$13.95,$10.99,$2.96,0.2122
Apple Toaster Strudel,Pillsbury,$3.49,$2.75,$0.74,0.2120
Blueberry Toaster Strudel,Pillsbury,$3.49,$2.75,$0.74,0.2120
Raspberry 6 Pack Toaster Strudel,Pillsbury,$3.49,$2.75,$0.74,0.2120
Strawberry Cream Cheese 6 Pack Toaster Strudel,Pillsbury,$3.49,$2.75,$0.74,0.2120
Strawberry Toaster Strudel,Pillsbury,$3.49,$2.75,$0.74,0.2120
Wildberry Toaster Strudel,Pillsbury,$3.49,$2.75,$0.74,0.2120
Flo-Thru Deodorizer,Arm & Hammer,$1.89,$1.49,$0.40,0.2116
Deluxe 3 Pack Pizza Pocket,McCain,$3.79,$2.99,$0.80,0.2111
Everything 10 Pack Mini Bagel,Chef Frankie,$3.79,$2.99,$0.80,0.2111
Pepperoni 3 Pack Pizza Pockets,McCain,$3.79,$2.99,$0.80,0.2111
Sesame 10 Pack Mini Bagel,Chef Frankie,$3.79,$2.99,$0.80,0.2111
Three Cheese 3 Pack Pizza Pockets,McCain,$3.79,$2.99,$0.80,0.2111
YoPro Plain Yogurt Danone,Skyr,$5.69,$4.49,$1.20,0.2109
YoPro Vanilla Yogurt Danone,Skyr,$5.69,$4.49,$1.20,0.2109
Premium Extra Virgin Olive Oil,O-Live & Co,$9.49,$7.49,$2.00,0.2107
Smoked Coho Salmon,Vasco,$18.99,$14.99,$4.00,0.2106
Lactose Free Emmental Alprinois Cheese,Riviera,$6.69,$5.29,$1.40,0.2093
Maple And Rosemary Mayonnaise,Chez Victor,$4.79,$3.79,$1.00,0.2088
Pasteurized White Liquid Bear Honey,Compliments,$4.79,$3.79,$1.00,0.2088
Powerball Quantum Ultimate Dish Cleaning Detergent,Finish,$23.99,$18.99,$5.00,0.2084
Quantum Our Best Clean And Shine Dishwasher Deterg...,Finish,$23.99,$18.99,$5.00,0.2084
Scourer Scrunge Dish Refill,Vileda,$3.79,$3.00,$0.79,0.2084
Activia Strawberry Yogurt Drink,Danone,$6.29,$4.99,$1.30,0.2067
Chia Millet Loaf Gluten Free Bread,Udis,$6.29,$4.99,$1.30,0.2067
Chicken And Sauce Vietroll,O Mets Chinois,$6.29,$4.99,$1.30,0.2067
Danactive Strawberry Banana Yogurt Drink,Danone,$6.29,$4.99,$1.30,0.2067
Omega Flax & Fiber Bread Gluten Free,Udis,$6.29,$4.99,$1.30,0.2067
Plain Gluten Free 4 Pack Bagels,Udi's,$6.29,$4.99,$1.30,0.2067
Vanilla Classic Frozen Dessert,Breyers,$6.29,$4.99,$1.30,0.2067
Whole Grain Bagels,Udi's,$6.29,$4.99,$1.30,0.2067
Kit Kat King Size Chocolate Bar,Nestle,$1.89,$1.50,$0.39,0.2063
Smarties Snax Chocolate,Nestle,$1.89,$1.50,$0.39,0.2063
Black Cherry 2% Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Blueberry Multipack 0% Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Coconut Multipack 2% Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Crunch Coconut 2% Milk Fat Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Crunch Vanilla Bean 2% Milk Fat Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Extra Cream Raspberry 5% Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Extra Cream Vanilla Bean 5% Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Greek Orchard Peach 5% MF Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Greek Yogurt Strawberry Lemon Zest 5% MF Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Lemon Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Mango 4pk 3MF Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Raspberry 0% Milk Fat 4 Pack Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Raspberry 4pk 3MF Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Strawberry Multipack 0% Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Strawberry Rhubarb 0% Milk Fat 4 Pack Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Vanilla 4pk 3MF Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Vanilla Multipack 0% Greek Yogurt,Liberte,$4.19,$3.33,$0.86,0.2053
Original Roast Coffee,Compliments,$8.79,$6.99,$1.80,0.2048
Rich Dark Roast Coffee,Compliments,$8.79,$6.99,$1.80,0.2048
Original Potato Chips,Pringles,$0.99,$0.79,$0.20,0.2020
Roasted Salted Soya Nuts,JVF,$0.99,$0.79,$0.20,0.2020
Roasted Unsalted Soya Nuts,John Vince Foods,$0.99,$0.79,$0.20,0.2020
Roasted Unblanched With Salt Almonds,JVF,$2.38,$1.90,$0.48,0.2017
Diced Tomatoes,Aylmer,$2.09,$1.67,$0.42,0.2010
3 bread  Butter Garlic Croutons,Grissol,$2.49,$1.99,$0.50,0.2008
3 bread Ceasar Croutons,Grissol,$2.49,$1.99,$0.50,0.2008
3 Bread Plain Croutons,Grissol,$2.49,$1.99,$0.50,0.2008
Barbeque Sauce,St-Hubert,$2.49,$1.99,$0.50,0.2008
Chicken Hot Sauce,St-Hubert,$2.49,$1.99,$0.50,0.2008
Cocktail Wieners,Hygrade,$2.49,$1.99,$0.50,0.2008
Composed Sugar,Map-O-Spread,$2.49,$1.99,$0.50,0.2008
Creamy Coleslaw,Cest Pret,$2.49,$1.99,$0.50,0.2008
Grab N Go Classic Pretzels Hummus,Sabra,$2.49,$1.99,$0.50,0.2008
Lasagna Sauce,Gattuso,$2.49,$1.99,$0.50,0.2008
Macaroni Salad,Cest Pret,$2.49,$1.99,$0.50,0.2008
Pizza sauce,Gattuso,$2.49,$1.99,$0.50,0.2008
pizza Sauces,MIKES,$2.49,$1.99,$0.50,0.2008
Potato Salad,CestPret,$2.49,$1.99,$0.50,0.2008
Poutine Sauce,St-Hubert,$2.49,$1.99,$0.50,0.2008
Regular Coleslaw,Cest Pret,$2.49,$1.99,$0.50,0.2008
Thick & Rich Original Pasta Sauce,Hunt's,$2.49,$1.99,$0.50,0.2008
Traditional + Crackers Mini hummus,Fontaine Sante,$2.49,$1.99,$0.50,0.2008
Vegetable Cocktail Low Sodium Juice,V8,$2.49,$1.99,$0.50,0.2008
White Coleslaw,Cest Pret,$2.49,$1.99,$0.50,0.2008
18F 5-In-1 Body Wash,Irish Spring,$4.99,$3.99,$1.00,0.2004
Aero Milk Multi 4 Pack Chocolate Bars,Nestle,$4.99,$3.99,$1.00,0.2004
Alfredo Pasta Sauce,O'Sole Mio,$4.99,$3.99,$1.00,0.2004
All Bran Cereal,Kellogg's,$4.99,$3.99,$1.00,0.2004
All Purpose Cleaner,Attitude,$4.99,$3.99,$1.00,0.2004
Almond Sweetened Beverage,Simply,$4.99,$3.99,$1.00,0.2004
Apple and Cheddar Sausages,La Fernandière inc.,$4.99,$3.99,$1.00,0.2004
Apple Crisp Müslix Cereal,Kellogg's,$4.99,$3.99,$1.00,0.2004
Apple Pear Cranberry Frozen Yogurt,La Chagnon,$4.99,$3.99,$1.00,0.2004
Arrabbiata Pasta Sauce,Sensations,$4.99,$3.99,$1.00,0.2004
Arrabbiata Pasta Sauce,O' Sole Mio,$4.99,$3.99,$1.00,0.2004
Asian Sesame Salad Kit,Eat Smart,$4.99,$3.99,$1.00,0.2004
Avocado Ranch,Eat Smart,$4.99,$3.99,$1.00,0.2004
Bacon & Cheddar Sausage,La Fernandière,$4.99,$3.99,$1.00,0.2004
Balsamic Vinaigrette & Feta Salad Kit,Eat Smart,$4.99,$3.99,$1.00,0.2004
Black Pepper And Maple Syrup Sausages,La Fernandiere Inc,$4.99,$3.99,$1.00,0.2004
Bottle Soft Drink,Coca-Cola,$4.99,$3.99,$1.00,0.2004
Butter Puff Pastry Sheet,Dumas,$4.99,$3.99,$1.00,0.2004
Caramel Ice Cream,La Chagnon,$4.99,$3.99,$1.00,0.2004
Cereal,Cheerios,$4.99,$3.99,$1.00,0.2004
Chocolate Cherry Ice Cream,LaChagnon,$4.99,$3.99,$1.00,0.2004
Chocolate Fudge Ice Cream,La Chagnon,$4.99,$3.99,$1.00,0.2004
Chopped and Crumbled Bistro Bacon Salad,Eat Smart,$4.99,$3.99,$1.00,0.2004
Cranberry Cocktail Juice,Tropicana,$4.99,$3.99,$1.00,0.2004
Enviro Paper Towels,Sponge Towels,$4.99,$3.99,$1.00,0.2004
Field Blueberries Frozen Yogurt,La Chagnon,$4.99,$3.99,$1.00,0.2004
French Vanilla Lactose Free Ice Cream,Compliments,$4.99,$3.99,$1.00,0.2004
French Vanilla Raspberry Ice Cream,La Chagnon,$4.99,$3.99,$1.00,0.2004
Fresh Basil Pesto,Trudeau Farms,$4.99,$3.99,$1.00,0.2004
Fresh Herbs And Garlic Pesto,Trudeau Farms,$4.99,$3.99,$1.00,0.2004
German Debreczi Sausage,La Fernandière,$4.99,$3.99,$1.00,0.2004
Grape Juice,Tropicana,$4.99,$3.99,$1.00,0.2004
Green Apple Foaming Hand Soap,Attitude,$4.99,$3.99,$1.00,0.2004
Greenhouse Lettuce,Mirabel,$4.99,$3.99,$1.00,0.2004
Honey Dijon Kale Salad Kit,Eat Smart,$4.99,$3.99,$1.00,0.2004
Honey Nut Cereal,Cheerios,$4.99,$3.99,$1.00,0.2004
Honey Nut Oat Crunch Cereal,Cheerios,$4.99,$3.99,$1.00,0.2004
