Item Name,Item Category/Brand,Regular Price,Sale Price,Total Sale Discount,Discount Ratio
Fondue Cheese,Kaiser,$10.99,$9.99,$1.00,0.0910
Turkey Breast,Paysan,$10.99,$9.99,$1.00,0.0910
Sliced Raclette Cheese,Fritz Kaiser,$12.89,$11.79,$1.10,0.0853
White Ham,Perron,$5.39,$4.94,$0.45,0.0835
Chorizo Dry Sausage,Le Sauciflard,$5.69,$5.24,$0.45,0.0791
Parmesan Rosette De Lyon,Le Sauciflard,$5.69,$5.24,$0.45,0.0791
Rosette Lyon Original Deli Meat,Le Sauciflard,$5.69,$5.24,$0.45,0.0791
Le Voyageur Cheese,Le P'Tit Train Du Nord,$9.70,$8.98,$0.72,0.0742
La Fondue Au Village Snack Fondue,Plaisirs Gourmet,$6.99,$6.49,$0.50,0.0715
Feta Cheese,Compliments,$4.29,$3.99,$0.30,0.0699
Feta Light Cheese,Compliments,$4.29,$3.99,$0.30,0.0699
Imported From France Fourme D'Ambert,Cantorel,$7.72,$7.18,$0.54,0.0699
Rindless Bacon,L Fortin,$4.34,$4.04,$0.30,0.0691
Thai Chicken Breast,Maple Lodge Farms,$5.24,$4.88,$0.36,0.0687
Fondue 3 Cheese Cheese,Island,$15.99,$14.99,$1.00,0.0625
Calabrese Hot Salami,Mastro,$7.04,$6.74,$0.30,0.0426
Family Size Antipasto Quattro,Marcangelo,$12.99,$12.49,$0.50,0.0385
Family Size Prosciutto,Marcangelo,$12.99,$12.49,$0.50,0.0385
